,qname,seqLength,sampleQnamesChr,subTeloAlignLength,teloBPLengths
2353,9fdc092b-d551-4930-8f31-143feff65ab2,23720,chr14:q-arm,14973,5398
2354,9d9288b1-f976-49a0-9233-c8d1639527ed,20633,chr22:p-arm,5826,14619
2355,c7a77359-2af8-4464-b613-d330843c23dd,26120,chr2:p-arm,19234,3928
2356,5f07ca62-3b7a-4109-9a52-c7fb52e68e2c,5426,chr12:p-arm,1444,3061
2357,bdae3a91-4493-46fe-a6e2-0cd09a72170b,21928,chr14:q-arm,14566,4278
2358,d9843961-b4d7-4f70-92fd-f3fe15f84a79,2466,chrX:p-arm,44,2299
2359,a1d3dd1f-2869-4ba1-8acf-d2579a3d195c,6250,chr4:p-arm,112,6088
2360,3176c299-5792-4f14-a6fa-b770eb5d141c,13067,chr14:q-arm,8367,3130
2361,3d588646-72e5-44f9-ad5b-f959bce11124,7396,chr9:p-arm,853,5562
2365,61090cd6-8b09-48f4-806b-a2e612859d78,40225,chr7:p-arm,26641,7401
2366,ff88a7b6-29d9-48de-8a6c-53b68f914804,18454,chrX:p-arm,63,18292
2367,086e8c2a-7c4d-45dc-8f22-1037ac9c77c8,8039,chr16:p-arm,40,394
2368,acb4d7ef-bd24-48b4-96c8-993f29625671,7653,chr6:p-arm,6157,124
2369,8fbbe560-62e3-412b-b85a-7ba4930057b0,12137,chr8:q-arm,3097,7908
2371,8d0b6e32-8e42-4d38-92f0-f96ee503f31c,21190,chr6:q-arm,15372,3333
2373,7115f5da-068e-484a-8059-a387a950284e,2717,chr19:q-arm,109,1308
2375,2f8df61e-237a-4834-adca-8f9ad6874ca0,34843,chr16:p-arm,27737,3453
2376,eed44e7c-fc22-4250-bba3-2390601bd2d3,7941,chrX:p-arm,74,7779
2377,31b088f3-d7c9-4468-8544-34243601ebba,6890,chr14:q-arm,625,6132
2378,a349df81-a161-437c-b147-223f200e3b3c,15584,chr18:q-arm,5375,7312
2379,feadc37b-c3b1-4b1d-9093-0d5eeff504cc,2283,chr19:q-arm,42,1015
2381,3c09bab4-f82f-43e7-ba73-75a7763c0032,9470,chr1:p-arm,286,9300
2382,6979dbe4-ee95-44f7-8387-d93cd60179b7,14699,chr3:q-arm,275,66
2383,fc4622f1-ab17-40ed-8184-c898365eaf43,12760,chr12:q-arm,4350,8020
2384,0e7976e2-d788-4ac4-b216-e86675dfa3e4,8117,chr19:p-arm,1423,6290
2385,726bcea0-a269-4d11-b58d-de4f014e9c2c,27040,chr17:q-arm,16115,7776
2386,afb5b1c5-5984-4665-902b-c5f06e4d7067,18574,chr6:q-arm,8565,7909
2387,49c134b9-3dcb-4ec2-90a0-734edd4ff2d8,9076,chr12:q-arm,2874,5016
2388,4a8c40f5-4dd1-48ce-b543-de390a4b4c87,5024,chr19:q-arm,57,3983
2389,ab76199e-6a9e-4d45-b91a-4ed8160f139c,16175,chr6:p-arm,9116,4978
2390,b5f0897a-d68d-4923-8bcf-d184b855d0ad,2297,chr21:q-arm,580,156
2392,a2360ee2-c4c7-4391-8af3-08eceaf236f5,5156,chr4:p-arm,2492,2109
2393,08119ce7-e24c-441e-8688-0d35c7d3d469,21537,chr21:p-arm,11579,7486
2394,6aa1e02b-0679-4f57-b52b-df0a6ea781e9,20768,chr21:p-arm,12407,4630
2395,567eb2fb-7ec8-4fee-a75b-5c5be2e4a742,10246,chr3:q-arm,1098,8806
2397,f2daadf3-b212-4269-acde-9eff9269a667,6645,chr15:q-arm,259,5920
2398,6fff3eef-8d3a-47a2-8e7b-fb799e411dfe,19964,chr11:q-arm,5529,13455
2401,b009e08f-931f-4afd-babf-264165590706,2582,chr17:q-arm,1977,315
2404,3e7728f2-6f86-48ca-b57e-c152313f0064,42019,chr10:q-arm,28796,3574
2405,62d8f2f4-d417-4ca0-87cf-6344c59ba437,40186,chr8:p-arm,21838,10857
2406,6acfc68a-adbe-419b-9e0f-377a3449b526,5439,chr11:p-arm,1187,3982
2407,b927f93c-1729-487c-8de6-988026f5653e,9122,chr10:q-arm,3074,5382
2408,fc404567-0ed8-44be-ac95-e5b5c4de4ffb,32946,chr22:q-arm,17250,6193
2409,db819cbc-f09b-42b7-8787-72832a0c38fc,16049,chr6:q-arm,3627,10542
2410,7b3a65c0-b6be-44a8-af09-206f62475995,19019,chr18:q-arm,10786,5665
2411,f16a10cd-ddeb-4eb6-81a5-bb77db34da85,11360,chr2:p-arm,214,138
2412,55662a93-9057-41ce-8608-9126c701aaa5,2224,chr2:p-arm,203,162
2416,46456734-7b5c-47a1-bb67-f333019b004c,17416,chr19:q-arm,96,16709
2417,3b0fa9b4-223d-4d4a-85ff-81e2ca3d6eca,24258,chr8:p-arm,16000,3228
2419,defc367c-3375-4f16-9398-b418c60f14d3,6807,chr10:p-arm,46,122
2421,c1f05cf8-cdf5-4ee4-a259-a93b597fd40d,8032,chr19:p-arm,1223,6169
2422,8ca304d2-c327-4f26-9ddd-66f2b77cded9,34166,chr1:p-arm,21877,3707
2423,ba141428-13c1-4da8-8d47-6ec3a33f409b,5160,chr6:p-arm,1198,3742
2424,dd587599-e567-490a-aa73-3c5747602aa5,4497,chr6:q-arm,580,3721
2425,6b17a516-379f-46fd-9b67-6ac1c3bcd41c,4783,chr19:q-arm,68,3442
2426,8070a25c-5851-4952-9a19-ef89da42b988,26675,chr21:p-arm,14095,6588
2427,91b9eb6c-2e30-4711-a9bd-dc1fc10dc402,6289,chrX:p-arm,81,6127
2428,ee87fe69-05e0-4bb8-a0ef-4afb23de5fae,8726,chr12:q-arm,4346,4147
2429,aa4c2857-f644-4120-89a5-28ab2f54be3c,5700,chr4:p-arm,136,180
2431,85620d58-547e-42cf-a0f6-6e630cf7c10d,3814,chrX:q-arm,1304,2006
2432,a627984b-e72c-4d92-9ab4-ed71e227cf8a,2399,chr7:q-arm,1047,936
2433,d8f763eb-96c0-473d-bb62-430f567d90af,24350,chr14:q-arm,15189,6532
2434,8db0c1c4-48e0-4c3f-8829-34d1d4b7878b,14065,chr9:p-arm,4569,7891
2436,99ce829c-767e-4f25-8936-f58cd8c1d786,27214,chr8:p-arm,18458,6226
2437,cdc2d903-f261-466c-9541-cd765cd23537,5547,chr9:q-arm,77,5384
2438,7f5f1e88-ddb5-43df-97b0-146348688124,1741,chr4:p-arm,76,1577
2439,b066e638-e7ff-45f0-9468-9483c01c7f95,26530,chr4:q-arm,15708,7006
2440,1125381c-c3cc-4020-8340-61c535b6bf5c,8940,chr8:p-arm,72,210
2441,ac2aef84-fd42-4519-b0b8-a144f3a0a318,7974,chr20:q-arm,46,114
2442,12bea18d-6534-4e09-92dd-7da90621746c,5878,chr19:q-arm,96,4579
2443,8f02bc53-e4b3-46b6-ac92-0671e9db3d77,39415,chr17:p-arm,23691,4480
2444,2ed2d449-e967-417e-b8c1-f009593d5693,6243,chr16:p-arm,1080,4780
2445,49a4e548-231c-4ef6-b118-f22b0ecea911,11478,chr17:p-arm,3167,8014
2446,b0a06144-6c59-48df-9029-b482bedafb6e,10082,chr7:q-arm,2766,6219
2448,9deede2e-d21d-468b-ac8e-5592e18a7516,7465,chr8:q-arm,6223,823
2449,089ae55c-771a-4dd7-ade5-3861f116210a,16004,chrX:p-arm,5671,6560
2450,2d0d3608-46d4-4bdd-8cfd-3630fd0553ea,9018,chr12:p-arm,865,7504
2451,00336295-1e81-4581-8710-4dcd1ec457ae,9653,chr2:p-arm,41,270
2452,e1e4d227-7aa5-41a3-878a-a11de1d68b99,2873,chr4:q-arm,1116,1480
2453,81986b0b-76cc-4294-857f-a10d6ff1a372,2550,chr4:p-arm,386,2044
2454,005e5001-6f8e-45c1-8861-bd53cf9440d0,27413,chr1:p-arm,1178,216
2455,08583afb-a1fb-445a-8820-4596ce458802,24315,chr1:p-arm,13946,3570
2456,88244ba8-9df7-4f28-9caa-09f3dd48a892,41685,chr16:q-arm,30233,4768
2457,ad81373a-7f9c-416b-9766-921223c7a5dd,8134,chr14:p-arm,1049,7276
2458,99612475-0cc1-475c-9bb2-f930c042314c,4459,chr6:q-arm,819,3184
2459,00113123-f407-4d19-b5fd-18e4baf1571c,8667,chr22:q-arm,3222,3936
2461,6edacba6-1d84-4de9-bf95-85cea0772dd2,23351,chr8:p-arm,16936,3410
2462,531dc493-8a67-4ae3-878f-3e31c9f5b1b0,8639,chr4:p-arm,3156,4630
2464,7381f60d-76e4-4841-83b4-66cda711a3be,14056,chr3:p-arm,45,108
2465,114ea0b9-742a-4241-a32c-54c92675eda1,12386,chr7:p-arm,10333,192
2466,d8f8650f-d842-4f83-ae82-16e8447d256a,33861,chr16:p-arm,25132,2521
2467,b581d44f-ef0b-4267-87da-d1fbd6303507,5417,chr19:p-arm,665,3780
2468,2983e76d-db7e-4270-afc5-c322359b53d0,23923,chr8:p-arm,16203,5005
2469,46fb8506-cfd2-4960-b351-eb7f12759330,6402,chrX:p-arm,65,6242
2470,7715b7fb-234a-4014-bd01-0fa2572891ca,13029,chr3:p-arm,8627,2064
2471,6e45fd93-eb82-4d1b-a0c0-62c7ec939d29,15357,chr1:p-arm,6523,7732
2472,3ec6b383-af2b-4dde-922b-0b63ce7ff6fb,39167,chr1:p-arm,19088,8990
2473,23934799-3a02-492f-a959-3b1fba14d69c,7268,chr8:q-arm,212,7106
2475,6ea2a010-055c-496d-bb46-7faecb44c16f,11688,chr11:q-arm,179,72
2477,4c081309-f11f-43af-b569-cf95d24331fc,7607,chr11:p-arm,1112,6184
2478,5b110526-23e5-4905-84f0-337599584770,19775,chr3:p-arm,7072,8789
2479,b741d7c0-6a82-43da-bbdb-9fb9aed2c8d4,23717,chrX:q-arm,62,30
2482,8ceac3db-db8a-4656-ae8e-e20e5d9af75b,15177,chr10:p-arm,9866,2206
2484,be8cb680-23b7-4566-92d7-56dd4bf9f11f,10966,chr17:p-arm,64,42
2485,0d0bddf1-16f1-49f7-87b7-5382ed78945e,9843,chr18:q-arm,2536,6284
2486,3e3b5f52-f554-4ae9-87ce-6b419a352d6d,4510,chr10:p-arm,45,3290
2487,7580cab3-817e-476a-a9ad-1a218eee30f8,15649,chr7:q-arm,8892,4766
2488,00db8395-621c-4081-bec7-13918affc382,38568,chr22:p-arm,27502,6510
2489,8151d9f8-9c58-4938-b231-c5668c05f6f6,1142,chr19:q-arm,45,154
2490,ffb961a6-c361-4087-8f05-a2db5ae95c95,28098,chr20:p-arm,21543,3063
2491,7fcdb185-76af-4c7b-94be-a922ed12fc04,8927,chr1:q-arm,2357,4617
2492,b8391b07-144b-459c-b156-34fe3dac057b,40235,chrX:q-arm,3093,318
2493,ec206a8a-ccd0-4af3-b2fe-292bf3b9744b,3709,chrX:q-arm,46,54
2494,0aaf0eb2-84c8-4688-b4fe-618d6790ab57,15037,chr18:p-arm,8848,5025
2496,25118838-09a5-4e68-a311-925f5162737c,8991,chrX:q-arm,2776,276
2497,c78f70c7-0b77-4dd7-95e0-1d14776570e5,24000,chr4:q-arm,12700,88
2498,fff72fb2-b01a-4430-a8dd-bf1caaf85b91,8186,chr9:p-arm,1007,6716
2500,935e3a8a-8710-442b-80ac-166e9c733946,9233,chr14:q-arm,42,210
2501,8c5df78f-0a9a-41c1-9b94-083c921b14e0,9734,chr18:p-arm,41,134
2502,6aefad9a-51c0-41f7-9b64-4b28398f54f1,6491,chrX:q-arm,1425,4852
2503,0230da7e-7641-4344-968e-9b5e7ad3c330,10415,chr9:p-arm,85,12
2507,7a6f98ef-1604-447b-9c30-d73f220b6ed6,5432,chr20:q-arm,1182,3796
2508,ad87d0df-d7e9-4ad3-a2aa-b8ba84688c35,35406,chr4:q-arm,22285,7774
2509,0e67fd7a-db07-4a78-85d6-3f559964b7fe,24990,chr18:q-arm,14541,6318
2510,360dc907-ae51-445e-8712-f5a90658a23b,14549,chr9:q-arm,10462,2841
2511,3602832c-7cab-421c-86a7-f3777c96f1b2,9878,chr13:p-arm,5681,2452
2512,78edbcbb-a97e-427d-a62a-e66a82759b66,7417,chr14:p-arm,3097,2434
2513,47723875-5722-4048-b84c-7758dcae88d0,26095,chr16:q-arm,13513,5748
2514,5f1cfdd8-b599-412d-b978-b74576f3244d,9802,chr9:p-arm,1608,7723
2515,cec0ec46-d421-4597-b99d-6813044fcc86,10074,chr6:p-arm,960,7624
2517,6073508c-1dac-4b7f-bd3a-676af5e15071,10726,chr11:q-arm,5529,4168
2518,0bcc9b1f-5717-4264-be17-d185689ee42f,25028,chr1:p-arm,20137,2626
2519,0e699cbf-2d3f-4cf1-b2a5-2dca979c564c,43913,chr16:q-arm,26658,11013
2520,224a5b41-78e5-4e74-85bb-e4c81868ce54,5760,chr18:p-arm,43,24
2521,820e6414-8b17-4aac-bbf3-86ffa5f0be86,36533,chr1:p-arm,20701,5989
2522,294dc466-fb09-49d4-af1b-110bd8d3e134,4997,chr11:q-arm,909,3664
2523,5c16d225-f82f-4dd2-910a-6a23adf36b4c,9520,chr3:q-arm,684,7586
2524,881546ea-05ee-4870-8398-f8b1fffd0133,19316,chr10:p-arm,10415,6540
2526,97706d75-e484-4607-82da-08afb894e983,22083,chr4:p-arm,9640,10444
2527,2f84d449-d1ea-4a33-83d1-6cb419f4d61b,9211,chr15:q-arm,1642,7348
2528,efc057a0-8bef-4157-b095-141300786c31,26626,chr16:q-arm,12388,5248
2529,22fcf788-f537-4f8b-9ac6-e5ed122da0a3,11419,chr18:q-arm,5863,4506
2530,c7127e02-67d8-4cd4-ac3a-cf66f71c987b,20397,chr1:q-arm,14209,325
2531,2acb357f-abc5-44d2-b277-3e7557061607,7665,chr7:q-arm,98,12
2534,1d883719-507c-4509-915a-765cce687a39,12063,chr2:p-arm,4769,4513
2535,bd048bd5-90a7-486c-a5b2-5943cfb0bf63,5249,chr18:q-arm,3360,862
2536,1b2bc5a1-0598-4ef5-89e3-162740d612e9,8869,chr5:p-arm,4265,3697
